,sf_start,sf_end,sf_dur,sf_vol,sf_vol_ratio,sf_maxQ,sf_maxd,sf_peaks_num,sf_mgn,bfi,rf_vol,rf_vol_ratio,rf_maxQ,rf_maxd,rf_peaks_num,rf_periods_number,rf_duration_max,rf_duration_min,rf_duration_mean,sf_ratio,mar
2000,180.0,235.0,55.0,410.20879064849504,0.5326133055161386,14.154482810568993,191.0,3.0,13.917595843948913,0.4387828407159583,76.16902513614478,0.0988975301859557,4.436265902085268,0.0,11.0,4.0,20.0,5.0,11.75,0.462319629098086,2.1043204025884603
2001,190.0,244.0,54.0,336.32640235228473,0.5943445975539975,13.632979789529294,208.0,1.0,13.45008544731785,0.3748059362644556,40.68427174265201,0.07189586350207547,3.0132954701503585,331.0,5.0,1.0,12.0,12.0,12.0,0.553298200233469,1.5503500864945998
2002,176.0,224.0,48.0,342.49888474638385,0.53979037600994,17.769623995271992,194.0,1.0,17.426777378802804,0.4085022435639741,64.24244933483641,0.10124837605800989,3.354416678548407,229.0,11.0,8.0,10.0,0.0,4.375,0.4902493803780161,1.7383657630771139
2003,173.0,227.0,54.0,274.6935103909844,0.4248110182624683,12.42905735292078,203.0,2.0,12.022940830416049,0.45142869588912665,107.62957423544457,0.1664481587535013,5.221484334176745,358.0,10.0,7.0,18.0,0.0,8.285714285714286,0.382123145357372,1.7715758952144618
2004,178.0,220.0,42.0,193.13843832020075,0.2520939613210716,8.380189315899258,192.0,1.0,8.095292243137198,0.5518081779053454,193.4977796342348,0.2525629915985712,6.358831156239092,232.0,15.0,8.0,27.0,0.0,12.375,0.19562883049608337,2.093269701434856
2005,201.0,252.0,51.0,481.6032123058287,0.6439729130562694,23.69925166478179,212.0,1.0,23.275672731821967,0.3370568391419156,45.81785319912105,0.06126507390462727,3.0060583749702143,6.0,8.0,3.0,9.0,2.0,4.333333333333333,0.6016780869534571,2.0489384396158834
2006,188.0,234.0,46.0,442.60401833024673,0.4948586168506632,21.407066386776084,207.0,1.0,21.133708994999193,0.40532410683306297,129.54672299905502,0.14484123393795087,6.552845713477224,290.0,13.0,8.0,39.0,0.0,8.75,0.44983465922898613,2.450424641622296
2007,180.0,219.0,39.0,196.63641226740546,0.32448186144737173,9.57783591363405,201.0,1.0,9.396571369330456,0.5084092620160877,123.44638702927315,0.20370649052393722,4.26080171521043,223.0,15.0,7.0,26.0,0.0,10.142857142857142,0.2878842474599751,1.6602773856757056
2008,182.0,236.0,54.0,355.27120314114546,0.5364309207508668,16.969837753402846,200.0,2.0,16.268194551765443,0.4066317837980219,74.40894341902506,0.11235151534223523,3.2400636905441247,239.0,5.0,6.0,15.0,0.0,6.666666666666667,0.4810167008597429,1.8095272099927884
2009,179.0,246.0,67.0,478.3992002120501,0.5709384936291928,20.30256901584938,202.0,1.0,19.938255796147892,0.3496373873615792,97.21854437491471,0.11602404279445645,4.0750067905714635,302.0,9.0,4.0,30.0,9.0,14.5,0.5343385698439643,2.295663639660342
2010,182.0,239.0,57.0,412.8208420185498,0.46347264580032516,18.99644867811466,209.0,1.0,18.62035283164118,0.4113018643934674,155.6774940315935,0.17477862720687165,6.256699036157781,334.0,11.0,9.0,22.0,1.0,9.555555555555555,0.41391950839966096,2.440308000437075
2011,191.0,255.0,64.0,451.2576212259048,0.5683081368055204,19.45785067332184,208.0,1.0,19.245411478206858,0.3259917246624103,112.37353217151255,0.14152180415514146,5.053587465344559,311.0,4.0,4.0,27.0,6.0,14.5,0.5324864711824483,2.1754435135899977
2012,171.0,224.0,53.0,362.5985726228241,0.5643590164446701,13.908329004002946,192.0,1.0,13.710255902443077,0.3736664126430162,59.11133952795868,0.0920026165448447,3.588806192358185,1.0,4.0,4.0,12.0,1.0,6.0,0.5343309708121391,1.755454336172816
2013,187.0,248.0,61.0,589.0531793492853,0.6454073513207166,24.580761660998768,213.0,1.0,24.330547169244372,0.3069795127918474,83.7226172409554,0.09173228247204222,4.492336790104798,2.0,8.0,5.0,16.0,2.0,8.4,0.6012882047361104,2.500505027843089
2014,172.0,232.0,60.0,411.44895365144606,0.5890735655568603,18.061811197386614,193.0,1.0,17.634609089304266,0.38018199818850407,58.424843210763186,0.08364714602341737,3.4219664145457864,264.0,5.0,2.0,21.0,6.0,13.5,0.5361708557880785,1.9136105796881624
2015,177.0,248.0,71.0,488.8635965313061,0.6220991275143573,22.23888369358002,210.0,1.0,22.05362000412002,0.276980208237657,102.84794330713322,0.13087825776349532,5.878414678584776,336.0,5.0,3.0,35.0,0.0,17.0,0.5921415339988476,2.1529564341543637
2016,185.0,226.0,41.0,212.84696656299968,0.35637779644632583,11.579611364956415,194.0,1.0,10.818585583857663,0.4835049370158841,116.76195542865072,0.1954989965624447,5.609481513905194,299.0,7.0,3.0,23.0,4.0,16.333333333333332,0.3209960664216711,1.6318331129743426
